compound,flashpoint,pure substance,smiles,source,is_silicon
trichloro(dichloromethyl)silane,353.05,1,ClC(Cl)[Si](Cl)(Cl)Cl,le15,1
"Cyclotrisilazane, 2,2,4,4,6,6-hexamethyl-",332.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,le15,1
trichloro(hexyl)silane,353.45,1,CCCCCC[Si](Cl)(Cl)Cl,le15,1
"Propylamine, 3-(triethoxysilyl)- (8CI)",377.55,1,CCO[Si](CCCN)(OCC)OCC,le15,1
"1,2-Ethanediamine, N-(3-(trimethoxysilyl)propyl)-",381.25,1,CO[Si](CCCNCCN)(OC)OC,le15,1
"Arsine oxide, dichloro(2-chlorovinyl)-",384.55,1,O=[As](Cl)(Cl)C=CCl,le15,0
"Butanenitrile, 4-(triethoxysilyl)-",388.85,1,CCO[Si](CCCC#N)(OCC)OCC,le15,1
ethenyl-tri(propan-2-yloxy)silane,359.75,1,C=C[Si](OC(C)C)(OC(C)C)OC(C)C,le15,1
"2-Propenoic acid, 3-(trimethoxysilyl)propyl ester",355.45,1,C=CC(=O)OCCC[Si](OC)(OC)OC,le15,1
"Silane, pentyltriethoxy-",351.05,1,CCCCC[Si](OCC)(OCC)OCC,le15,1
"Butylamine, 4-(triethoxysilyl)-",378.25,1,CCO[Si](CCCCN)(OCC)OCC,le15,1
"Silane, trimethoxy(3-(oxiranylmethoxy)propyl)-",355.05,1,CO[Si](CCCOCC1CO1)(OC)OC,le15,1
"Trisiloxane, 1,1,1,3,3,5,5,5-octamethyl-",302.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
"Silane, trichloro(2-phenylethyl)-",390.95,1,Cl[Si](Cl)(Cl)CCc1ccccc1,le15,1
"Silane, trimethoxy(2-(7-oxabicyclo(4.1.0)hept-3-yl)ethyl)-",362.85,1,CO[Si](CCC1CCC2OC2C1)(OC)OC,le15,1
triethyl(triethylsilyloxy)silane,350.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,le15,1
"2-Propenoic acid, 2-methyl-, 3-(trimethoxysilyl)propyl ester",365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,le15,1
"2,8,9-Trioxa-5-aza-1-silabicyclo(3.3.3)undecane, 1-phenyl-",398.75,1,c1ccc([Si]23OCCN(CCO2)CCO3)cc1,le15,1
3-trichlorosilylpropyl 2-methylprop-2-enoate,391.45,1,C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,le15,1
"Arsonic acid, (4-hydroxy-3-nitrophenyl)-",513.481,1,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,le15,0
"Silane, tris(1,1-dimethylethoxy)ethenyl- (9CI)",388.05,1,CC(C)(C)OC([SiH3])=C(OC(C)(C)C)OC(C)(C)C,le15,1
"Silane, hydroxytriphenyl-",461.95,1,O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,le15,1
"Silane, triethoxyoctyl-",374.45,1,CCOC(CCCCCCC[SiH3])(OCC)OCC,le15,1
bis[[chloro(dimethyl)silyl]oxy]-dimethylsilane,326.45,1,C[Si](C)(Cl)O[Si](C)(C)O[Si](C)(C)Cl,le15,1
10-chloro-5H-phenarsazinine,469.85,1,Cl[As]1c2ccccc2Nc2ccccc21,le15,0
"6-Ethenyl-6-(methoxyethoxy)-2,5,7,10-tetraoxa-6-silaundecane (9CI)",377.95,1,C=C[Si](OCCOC)(OCCOC)OCCOC,le15,1
"Cyclotetrasilazane, 2,2,4,4,6,6,8,8-octamethyl-",339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,le15,1
"Cyclotetrasiloxane, octamethyl-",336.35,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
ethoxy(triphenyl)silane,436.65,1,CCO[Si](c1ccccc1)(c1ccccc1)c1ccccc1,le15,1
triphenylarsane,447.783,1,c1ccc([As](c2ccccc2)c2ccccc2)cc1,le15,0
[dimethyl(trimethylsilyloxy)silyl]oxy-dimethyl-trimethylsilyloxysilane,361.25,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
"Cyclotetrasiloxane, 2,4,6,8-tetraethenyl-2,4,6,8-tetramethyl-",367.45,1,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,le15,1
"Cyclopentasiloxane, decamethyl-",368.75,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
bis[[dimethyl(trimethylsilyloxy)silyl]oxy]-dimethylsilane,390.55,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
"Cyclohexasiloxane, dodecamethyl-",397.55,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
"Cyclotrisiloxane, 2,4,6-trimethyl-2,4,6-tris(3,3,3-trifluoropropyl)-",380.25,1,C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1,le15,1
"Phenarsazine, 10,10'-oxydi-",517.05,1,c1ccc2c(c1)Nc1ccccc1[As]2O[As]1c2ccccc2Nc2ccccc21,le15,0
"10H-Phenoxarsine, 10,10'-oxybis- (9CI)",487.25,1,c1ccc2c(c1)Oc1ccccc1[As]2O[As]1c2ccccc2Oc2ccccc21,le15,0
"Cyclotetrasiloxane, octaphenyl-",473.15,1,c1ccc([Si]2(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1,le15,1
Methyltrichlorosilane,276.15,1,C[Si](Cl)(Cl)Cl,didier12,1
Vinyltrichlorosilane,294.15,1,C=C[Si](Cl)(Cl)Cl,didier12,1
Dichloromethylmethyldichlorosilane,301.15,1,C[Si](Cl)(Cl)C(Cl)Cl,didier12,1
Ethyltrichlorosilane,263.15,1,CC[Si](Cl)(Cl)Cl,didier12,1
Dimethylchlorosilane,245.15,1,C[SiH](C)Cl,didier12,1
Ethylsilane,213.15,1,CC[SiH3],didier12,1
"1,1,1-Trifluoropropyltrichlorosilane",288.15,1,CC(C(F)(F)F)[Si](Cl)(Cl)Cl,didier12,1
Allyltrichlorosilane,304.15,1,C=CC[Si](Cl)(Cl)Cl,didier12,1
Methylvinyldichlorosilane,272.15,1,CC=C[SiH](Cl)Cl,didier12,1
3-Chloropropyltrichlorosilane,357.15,1,ClCCC[Si](Cl)(Cl)Cl,didier12,1
n-Propyltrichlorosilane,310.15,1,CCC[Si](Cl)(Cl)Cl,didier12,1
Chloromethyldimethylchlorosilane,295.15,1,C[Si](C)(Cl)CCl,didier12,1
Trimethylbromosilane,270.15,1,C[Si](C)(C)Br,didier12,1
Trimethylchlorosilane,255.15,1,C[Si](C)(C)Cl,didier12,1
Trimethylfluorosilane,238.15,1,C[Si](C)(C)F,didier12,1
Trimethoxysilane,264.15,1,CO[SiH](OC)OC,didier12,1
Cyanoethylmethyldichlorosilane,333.15,1,C[Si](Cl)(Cl)CCC#N,didier12,1
Allylmethyldichlorosilane,300.15,1,C=CCC[SiH](Cl)Cl,didier12,1
3-Chloropropylmethyldichlorosilane,359.15,1,C[Si](Cl)(Cl)CCCCl,didier12,1
t-Butyltrichlorosilane,294.15,1,CC(C)(C)[Si](Cl)(Cl)Cl,didier12,1
Isobutyltrichlorosilane,310.15,1,CC(C)C[Si](Cl)(Cl)Cl,didier12,1
n-Butyltrichlorosilane,327.15,1,CCCC[Si](Cl)(Cl)Cl,didier12,1
Trimethylsilylisothiocyanate,308.15,1,C[Si](C)(C)N=C=S,didier12,1
n-Propylmethyldichlorosilane,300.15,1,CCC[Si](C)(Cl)Cl,didier12,1
Bromomethyltrimethylsilane,289.15,1,C[Si](C)(C)CBr,didier12,1
Ethyldimethylchlorosilane,269.15,1,CC[Si](C)(C)Cl,didier12,1
Methoxytrimethylsilane,243.15,1,CO[Si](C)(C)C,didier12,1
Dimethyldimethoxysilane,265.15,1,CO[Si](C)(C)OC,didier12,1
Methyltrimethoxysilane,284.15,1,CO[Si](C)(OC)OC,didier12,1
Tetramethoxysilane,294.15,1,CO[Si](OC)(OC)OC,didier12,1
Tetramethylsilane,245.15,1,C[Si](C)(C)C,didier12,1
Diethylsilane,253.15,1,CC[SiH2]CC,didier12,1
"(N,N-Dimethylamino)dimethylsilane",260.15,1,CN(C)[SiH](C)C,didier12,1
Tetraisocyanatosilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,didier12,1
Cyclopentyltrichlorosilane,350.15,1,Cl[Si](Cl)(Cl)C1CCCC1,didier12,1
Trimethylsilyltrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,didier12,1
Cyclopentyldichlorosilane,316.15,1,Cl[SiH](Cl)C1CCCC1,didier12,1
3-Chloro-2-methylpropylmethyldichlorosilane,363.15,1,CC(CCl)C[Si](C)(Cl)Cl,didier12,1
Methylvinyldimethoxysilane,277.15,1,CC=C[SiH](OC)OC,didier12,1
Vinyltrimethoxysilane,296.15,1,C=C[Si](OC)(OC)OC,didier12,1
Trimethylvinylsilane,239.15,1,CC(C)=C(C)[SiH3],didier12,1
Diethylmethylchlorosilane,288.15,1,CC[Si](C)(Cl)CC,didier12,1
Chloromethyldimethylethoxysilane,299.15,1,CCO[Si](C)(C)CCl,didier12,1
Ethoxytrimethylsilane,246.15,1,CCO[Si](C)(C)C,didier12,1
Ethyltrimethoxysilane,300.15,1,CC[Si](OC)(OC)OC,didier12,1
"(N,N-Dimethylamino)trimethylsilane",254.15,1,CN(C)[Si](C)(C)C,didier12,1
Pentamethyldisiloxane,254.15,1,C[SiH](C)O[Si](C)(C)C,didier12,1
Phenyldichlorosilane,333.15,1,Cl[SiH](Cl)c1ccccc1,didier12,1
Phenylsilane,281.15,1,[SiH3]c1ccccc1,didier12,1
1-Hexenyltrichlorosilane,333.15,1,CCCCC=C[Si](Cl)(Cl)Cl,didier12,1
Cyclohexyltrichlorosilane,358.15,1,Cl[Si](Cl)(Cl)C1CCCCC1,didier12,1
Bis(chloromethyl)tetramethyldisiloxane,346.15,1,C[Si](C)(C)O[Si](C)(CCl)CCl,didier12,1
Propargyloxytrimethylsilane,300.15,1,C#CCO[Si](C)(C)C,didier12,1
Divinyldimethylsilane,281.15,1,C=C[Si](C)(C)C=C,didier12,1
n-Hexyltrichlorosilane,358.15,1,CCCCCC[Si](Cl)(Cl)Cl,didier12,1
Hexyldichlorosilane,337.15,1,CCCCCC[SiH](Cl)Cl,didier12,1
"1,1-Dimethyl-1-sila-2-oxacyclohexane",287.15,1,C[Si]1(C)CCCCO1,didier12,1
Acetoxymethyltrimethylsilane,293.15,1,CC(=O)OC[Si](C)(C)C,didier12,1
Allyltrimethylsilane,280.15,1,C=CC[Si](C)(C)C,didier12,1
Triethylchlorosilane,303.15,1,CC[Si](Cl)(CC)CC,didier12,1
t-Butyldimethylchlorosilane,295.15,1,CC(C)(C)[Si](C)(C)Cl,didier12,1
3-Chloropropylmethyldimethoxysilane,318.15,1,CO[Si](C)(CCCCl)OC,didier12,1
Trimethyl-n-propoxysilane,283.15,1,CCCO[Si](C)(C)C,didier12,1
t-Butyldimethylsilanol,318.15,1,CC(C)(C)[Si](C)(C)O,didier12,1
Dimethyldiethoxysilane,284.15,1,CCO[Si](C)(C)OCC,didier12,1
Triethylsilane,270.15,1,CC[SiH](CC)CC,didier12,1
Hexylsilane,285.15,1,CCCCCC[SiH3],didier12,1
t-Butyldimethylsilane,251.15,1,C[SiH](C)C(C)(C)C,didier12,1
Bis(dimethylamino)dimethylsilane,266.15,1,CN(C)[Si](C)(C)N(C)C,didier12,1
Hexamethylcyclotrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,didier12,1
Hexamethyldisilthiane,299.15,1,C[Si](C)(C)S[Si](C)(C)C,didier12,1
Hexamethyldisilazane,281.15,1,C[Si](C)(C)N[Si](C)(C)C,didier12,1
Tris(dimethylamino)silane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,didier12,1
Hexamethyltrisiloxane,293.15,1,C[Si](C)(C)O[SiH2]O[Si](C)(C)C,didier12,1
Phenylmethyldichlorosilane,340.15,1,Cl[SiH](Cl)Cc1ccccc1,didier12,1
Phenylmethylchlorosilane,355.15,1,Cl[SiH2]Cc1ccccc1,didier12,1
Methyltriacetoxysilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,didier12,1
Trivinylmethylsilane,288.15,1,C=CC([SiH3])(C=C)C=C,didier12,1
Cyclohexylmethyldichlorosilane,355.15,1,Cl[SiH](Cl)CC1CCCCC1,didier12,1
"1-(Trimethylsiloxy)-1,3-butadiene",298.15,1,C=CC=CO[Si](C)(C)C,didier12,1
2-Chloromethyl-3-trimethylsilyl-1-propene,316.15,1,C=C(CCl)C[Si](C)(C)C,didier12,1
n-Heptyltrichlorosilane,337.15,1,CCCCCCC[Si](Cl)(Cl)Cl,didier12,1
n-Hexylmethyldichlorosilane,358.15,1,CCCCCC[Si](C)(Cl)Cl,didier12,1
Vinylmethyldiethoxysilane,289.15,1,C=CC[SiH](OCC)OCC,didier12,1
N-(Trimethylsilyl)morpholine,300.15,1,C[Si](C)(C)N1CCOCC1,didier12,1
t-Butoxytrimethylsilane,287.15,1,CC(C)(C)O[Si](C)(C)C,didier12,1
Vinylpentamethyldisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,didier12,1
(1-Methoxy-2-propoxy)trimethylsilane,293.15,1,COCC(C)O[Si](C)(C)C,didier12,1
Methyltriethoxysilane,297.15,1,CCO[Si](C)(OCC)OCC,didier12,1
(Diethylamino)trimethylsilane,283.15,1,CCN(CC)[Si](C)(C)C,didier12,1
Bis(trimethylsilyl)methane,285.15,1,C[Si](C)(C)C[Si](C)(C)C,didier12,1
Heptamethyldisilazane,300.15,1,CN([Si](C)(C)C)[Si](C)(C)C,didier12,1
Phenylethyldichlorosilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,didier12,1
Tetravinylsilane,291.15,1,C=C[Si](C=C)(C=C)C=C,didier12,1
Phenyldimethylsilane,311.15,1,C[SiH](C)c1ccccc1,didier12,1
Cyclopentadienyltrimethylsilane,302.15,1,C[Si](C)(C)C1C=CC=C1,didier12,1
(Cyclopentenyloxy)trimethylsilane,311.15,1,C[Si](C)(C)OC1=CCCC1,didier12,1
"(2,4-Pentadienyl)trimethylsilane",291.15,1,C=CC=CC[Si](C)(C)C,didier12,1
n-Octyltrichlorosilane,369.15,1,CCCCCCCC[Si](Cl)(Cl)Cl,didier12,1
n-Heptylmethyldichlorosilane,339.15,1,CCCCCCC[Si](C)(Cl)Cl,didier12,1
Tetramethyldivinyldisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,didier12,1
Triethylacetoxysilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],didier12,1
Vinyltriethoxysilane,307.15,1,C=C[Si](OCC)(OCC)OCC,didier12,1
"1,3-Divinyltetramethyldisilazane",307.15,1,C=C[Si](C)(C)N[Si](C)(C)C=C,didier12,1
Diethyldiethoxysilane,316.15,1,CCO[Si](CC)(CC)OCC,didier12,1
Tetraethoxysilane,323.15,1,CCO[Si](OCC)(OCC)OCC,didier12,1
Tetraethylsilane,305.15,1,CC[Si](CC)(CC)CC,didier12,1
Aminoethylaminopropyltrimethoxysilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,didier12,1
Tetramethyldiethoxysiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,didier12,1
Octamethyltrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12,1
Octamethylcyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,didier12,1
Octamethylcyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,didier12,1
Tetrakisdimethylsiloxysilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,didier12,1
p-Chlorophenyltrimethylsilane,322.15,1,C[Si](C)(C)c1ccc(Cl)cc1,didier12,1
Phenyltrimethoxysilane,358.15,1,CO[Si](OC)(OC)c1ccccc1,didier12,1
Trimethylphenylsilane,313.15,1,C[Si](C)(C)c1ccccc1,didier12,1
Cyclohexylmethyldimethoxysilane,343.15,1,CO[SiH](CC1CCCCC1)OC,didier12,1
Hexyltrimethoxysilane,335.15,1,CCCCCC[Si](OC)(OC)OC,didier12,1
Triisopropylsilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,didier12,1
Tri-n-propylsilane,316.15,1,CCC[SiH](CCC)CCC,didier12,1
Propyltris(dimethylsiloxy)silane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,didier12,1
Benzyltrimethylsilane,335.15,1,C[Si](C)(C)Cc1ccccc1,didier12,1
3-Methacryloxypropyltrimethoxysilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,didier12,1
1-Heptynyltrimethylsilane,315.15,1,CCCCCC#C[Si](C)(C)C,didier12,1
n-Octyldimethylchlorosilane,370.15,1,CCCCCCCC[Si](C)(C)Cl,didier12,1
Bis(diethylamino)dimethylsilane,308.15,1,CCN(CC)[Si](C)(C)N(CC)CC,didier12,1
Decamethyltetrasiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12,1
Decamethylcyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,didier12,1
"2-(3,4-epoxycyclohexyl)ethyltrimethoxysilane",419.15,1,CO[Si](CCC1CCC2OC2C1)(OC)OC,didier12,1
n-Decylmethyldichlorosilane,393.15,1,CCCCCCCCCC[Si](C)(Cl)Cl,didier12,1
Vinyltriethylsilane,318.15,1,C=C[Si](CC)(CC)CC,didier12,1
Diphenyldichlorosilane,415.15,1,Cl[Si](Cl)(c1ccccc1)c1ccccc1,didier12,1
Phenyltriethoxysilane,393.15,1,CCO[Si](OCC)(OCC)c1ccccc1,didier12,1
Diphenylsilane,371.15,1,c1ccc([SiH2]c2ccccc2)cc1,didier12,1
Tetramethyltetravinylcyclotetrasilane,385.15,1,C=C[Si]1(C)[Si](C)(C=C)[Si](C)(C=C)[Si]1(C)C=C,didier12,1
n-Dodecyltrichlorosilane,435.15,1,CCCCCCCCCCCC[Si](Cl)(Cl)Cl,didier12,1
Tetra-n-propoxysilane,368.15,1,CCCO[Si](OCCC)(OCCC)OCCC,didier12,1
Hexaethyldisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,didier12,1
Dodecamethylpentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12,1
Dodecamethylcyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,didier12,1
Methyldiphenylchlorosilane,411.15,1,C[Si](Cl)(c1ccccc1)c1ccccc1,didier12,1
n-Dodecylmethyldichlorosilane,416.15,1,CCCCCCCCCCCC[Si](C)(Cl)Cl,didier12,1
Diphenyldimethoxysilane,394.15,1,CO[Si](OC)(c1ccccc1)c1ccccc1,didier12,1
Octyltriethoxysilane,373.15,1,CCCCCCCC[Si](OCC)(OCC)OCC,didier12,1
Tetradecamethylhexasiloxane,375.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12,1
Hexadecamethylheptasiloxane,406.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12,1
Octadecamethyloctasiloxane,417.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,didier12,1
Vinyltris(methoxyethoxy)silane,353.15,1,C=C[Si](OCCOC)(OCCOC)OCCOC,didier12,1
Trimethyl(vinyloxy)silane,263.15,1,C=CO[Si](C)(C)C,didier12,1
Trichloro(3-cyanopropyl) Silane,365.15,1,N#CCCC[Si](Cl)(Cl)Cl,didier12,1
Trichloro(2-phenylethyl)silane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,didier12,1
"Chlorodimethyl(3,3,3-trifluoropropyl) silane",293.15,1,C[Si](C)(Cl)CCC(F)(F)F,didier12,1
Vinylmethylbis (trimethylsiloxy) silane,324.15,1,C=CC[SiH](O[Si](C)(C)C)O[Si](C)(C)C,didier12,1
Trichloro(Chloromethyl) silane,342.15,1,ClC[Si](Cl)(Cl)Cl,didier12,1
Dimethyl(pentafluorophenyl) silane,313.15,1,C[SiH](C)c1c(F)c(F)c(F)c(F)c1F,didier12,1
Trichloro(p-chlorophenyl)silane,397.05,1,Clc1ccc([Si](Cl)(Cl)Cl)cc1,didier12,1
Trisilane,273.15,1,[SiH3][SiH2][SiH3],didier12,1
Trichlorononylsilane,387.15,1,[SiH3]CCCCCCCCC(Cl)(Cl)Cl,didier12,1
Dichloroethylsilane,263.75,1,[SiH3]CC(Cl)Cl,didier12,1
Trichloro(dichlorophenyl)silane,419.15,1,Clc1cccc([Si](Cl)(Cl)Cl)c1Cl,didier12,1
Tris(trimethylsilyl)silane,328.15,1,C[Si](C)(C)[SiH]([Si](C)(C)C)[Si](C)(C)C,didier12,1
Tris(trimethylsiloxy)silane,323.15,1,C[Si](C)(C)O[SiH](O[Si](C)(C)C)O[Si](C)(C)C,didier12,1
Hexadecyltrichlorosilane,427.15,1,CCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl,didier12,1
Dichlorosilane,236.15,1,Cl[SiH2]Cl,didier12,1
Methyldichlorosilane,241.15,1,C[SiH](Cl)Cl,didier12,1
Iodotrimethylsilane,288.15,1,C[Si](C)(C)I,didier12,1
Dimethyldichlorosilane,257.15,1,C[Si](C)(Cl)Cl,didier12,1
Bromomethyldimethylchlorosilane,314.15,1,C[Si](C)(Cl)CBr,didier12,1
Trimethylsilane,204.15,1,C[SiH](C)C,didier12,1
Dimethylvinylchlorosilane,268.15,1,CC(C)=C[SiH2]Cl,didier12,1
"1,3-Dichlorotetramethyldisiloxane",288.15,1,C[Si](C)(Cl)O[Si](C)(C)Cl,didier12,1
"1,1,3,3-Tetramethyldisiloxane",251.15,1,C[SiH](C)O[SiH](C)C,didier12,1
Tetramethyldisilazane,284.15,1,CN([SiH3])[Si](C)(C)C,didier12,1
Allyldimethylchlorosilane,278.15,1,C=CC[Si](C)(C)Cl,didier12,1
sec-Amyltrichlorosilane,303.15,1,CCCC(C)[Si](Cl)(Cl)Cl,didier12,1
n-Butylmethyldichlorosilane,303.15,1,CCCC[Si](C)(Cl)Cl,didier12,1
Bis(dimethylamino)methylsilane,270.15,1,CN(C)C([SiH3])N(C)C,didier12,1
Phenyltrichlorosilane,364.15,1,Cl[Si](Cl)(Cl)c1ccccc1,didier12,1
Dimethyldiacetoxysilane,310.15,1,CC(=O)O[Si](C)(C)OC(C)=O,didier12,1
1-Trimethylsilylpropyne,270.15,1,CC#C[Si](C)(C)C,didier12,1
Vinyldimethylethoxysilane,277.15,1,C=C[Si](C)(C)OCC,didier12,1
Allyloxytrimethylsilane,273.15,1,C=CCO[Si](C)(C)C,didier12,1
Allyltrimethoxysilane,319.15,1,C=CC[Si](OC)(OC)OC,didier12,1
3-Chloropropyltrimethoxysilane,348.15,1,CO[Si](CCCCl)(OC)OC,didier12,1
n-Propyltrimethoxysilane,298.15,1,CCC[Si](OC)(OC)OC,didier12,1
Hexamethyldisiloxane,270.15,1,C[Si](C)(C)O[Si](C)(C)C,didier12,1
Hexamethyldisilane,272.15,1,C[Si](C)(C)[Si](C)(C)C,didier12,1
Vinyldiethylmethylsilane,288.15,1,C=C[Si](C)(CC)CC,didier12,1
Isobutyltrimethoxysilane,315.15,1,CO[Si](CC(C)C)(OC)OC,didier12,1
Phenyldimethylchlorosilane,334.15,1,C[Si](C)(Cl)c1ccccc1,didier12,1
"(N,N-Dimethylamino)triethylsilane",299.15,1,CC[Si](CC)(CC)N(C)C,didier12,1
Vinyltriacetoxysilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,didier12,1
Ethyltriacetoxysilane,377.15,1,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,didier12,1
3-(Trimethylsilyl)cyclopentene,299.15,1,C[Si](C)(C)C1C=CCC1,didier12,1
Vinyltriethylsilane,298.15,1,C=C[Si](CC)(CC)CC,didier12,1
n-Octylsilane,309.15,1,CCCCCCCC[SiH3],didier12,1
Methylphenyldimethoxysilane,349.15,1,CO[Si](C)(OC)c1ccccc1,didier12,1
2-Cyanoethyltriethoxysilane,359.15,1,CCO[Si](CCC#N)(OCC)OCC,didier12,1
3-Glycidoxypropyltrimethoxysilane,383.15,1,CO[Si](CCCOCC1CO1)(OC)OC,didier12,1
Di-t-butylmethylchlorosilane,342.15,1,CC(C)(C)[Si](C)(Cl)C(C)(C)C,didier12,1
Tri-n-propylchlorosilane,349.15,1,CCC[Si](Cl)(CCC)CCC,didier12,1
(Diisopropylamino)trimethylsilane,301.15,1,CC(C)N(C(C)C)[Si](C)(C)C,didier12,1
1-Chlorononamethyltetrasiloxane,347.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,didier12,1
Tristrimethylsiloxymethylsilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,didier12,1
Diphenylmethylsilane,393.15,1,[SiH3]C(c1ccccc1)c1ccccc1,didier12,1
Trimethyl[(1-methylethenyl)oxy]silane,272.15,1,C=C(C)O[Si](C)(C)C,didier12,1
"Dichloromethyl-3,3,3-trifluoropropylsilane",288.15,1,FC(F)(F)CC[SiH2]C(Cl)Cl,didier12,1
[2-(chloromethoxy)ethyl]trimethylsilane,319.15,1,C[Si](C)(C)CCOCCl,didier12,1
Triphenylsilane,416.35,1,c1ccc([SiH](c2ccccc2)c2ccccc2)cc1,didier12,1
Trichlorosilane,245.15,1,Cl[SiH](Cl)Cl,didier12,1
"1,1dimethyl1sila2oxacyclohexane",287.15,1,C[Si]1(C)CCCCO1,le15,1
"1,2dibromoethyltrichlorosilane",338.15,1,Cl[Si](Cl)(Cl)C(Br)CBr,le15,1
"1,3dichloroTetramethylDisiloxane",288.15,1,C[Si](C)(Cl)O[Si](C)(C)Cl,le15,1
"1,3divinylTetramethylDisilazane",307.15,1,C=C[Si](C)(C)N[Si](C)(C)C=C,le15,1
1bromovinylTrimethylSilane,288.15,1,C=C(Br)[Si](C)(C)C,le15,1
1chloroethyltrichlorosilane,288.15,1,CC(Cl)[Si](Cl)(Cl)Cl,le15,1
1chlorononamethylTetrasiloxane,347.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,le15,1
1heptynylTrimethylSilane,315.15,1,CCCCCC#C[Si](C)(C)C,le15,1
1hexenylTrichloroSilane,333.15,1,CCCCC=C[Si](Cl)(Cl)Cl,le15,1
1methoxy2propoxyTrimethylSilane,293.15,1,COCC(C)O[Si](C)(C)C,le15,1
1trimethylsilylpropyne-,270.15,1,CC#C[Si](C)(C)C,le15,1
