compound,flashpoint
"2-(4-Methoxyphenyl)-4,5-diphenyl-1H-imidazole",188.8
"1-Butanone, 1-(4-fluorophenyl)-4-(4-phenyl-1-piperazinyl)- (9CI)",244.8
"Methanone, (2-hydroxy-4-(octyloxy)phenyl)phenyl-",155.1
"10H-Phenothiazine, 10-(3-(4-morpholinyl)propyl)-",248.1
"5H-Dibenzo(b,e)(1,4)diazepine, 8-chloro-11-(4-methyl-1-piperazinyl)-",249.635
"Benzamide, 5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxy-",210.5
"Morphinan-6-one, 17-allyl-4,5alpha-epoxy-3,14-dihydroxy- (8CI)",276.1
"1-Butanone, 1-(4-fluorophenyl)-4-(4-(2-pyridinyl)-1-piperazinyl)-",255.9
"Benzenesulfonamide, 4-methoxy-N-(5-(2-methylpropyl)-1,3,4-thiadiazol-2",266.8
"Butyric acid, ester with dimethyl (2,2,2-trichloro-1-hydroxyethyl)phos",277.2
"1-Propanol, 2-chloro-, phosphate (3:1)",249.7
Tri2chloroisopropylPhosphate218oC,218
"1,2,3-Propanetriamine, N(sup 1),N(sup 3)-bis(2-ethylhexyl)-2-methyl-",239.2
"2-Naphthalenol, 1-(2-(2-chloro-4-nitrophenyl)diazenyl)-",291.8
"Dibenz(b,f)(1,4)oxazepine, 2-chloro-11-(4-methyl-1-piperazinyl)-",231.1
1-bromo-4-(4-bromophenoxy)benzene,140.3
"1H,12H-Furo(3',2':4,5)furo(2,3-h)pyrano(3,4-c)(1)benzopyran-1,12-dione",274.2
"Phosphorothioic acid, O,O-diethyl O-(4-methyl-2-oxo-2H-1-benzopyran-7-",211
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, ester",184.1
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-",182.3
"10H-Phenothiazine-10-propanamine, 2-methoxy-N,N,beta-trimethyl-, (-)-",236.8
"Carbamothioic acid, diphenyl-, S-(2-(diethylamino)ethyl) ester",221
"Retinol, acetate, all-trans- (8CI)",124.8
"4,7,10,13,16,19-Docosahexaenoic acid",343.4
TetrakisDimethylsiloxySilane67oC,67
"1,3,5-tribromo-2-methylbenzene",127.6
"1H-Isoindole-5-sulfonamide, 6-chloro-2-cyclohexyl-2,3-dihydro-3-oxo-",302.9
"9,10-Anthracenedione, 1-hydroxy-4-((4-methylphenyl)amino)-",268.7
"Carbamic acid, (mercaptoacetyl)methyl-, ethyl ester, S-ester with O,O-",208.6
"9-alpha,13-alpha,14-alpha-Morphinan-6-one, 7,8-didehydro-4-hydroxy-3,7",264.4
"Morpholine, 4-(triphenylmethyl)-",126.5
"Benzenepropanamine, N-(1-methyl-2-phenylethyl)-gamma-phenyl-",219.4
"2,4,6-tribromoaniline",132.9
"2H-Benzimidazol-2-one, 5-chloro-1-(3-(dimethylamino)propyl)-1,3-dihydr",235.8
"1,3-diiodobenzene",145.2
"Piperidine, 1-(2-((4-chlorophenyl)phenylmethoxy)ethyl)- (9CI)",210.2
"1,4-diiodobenzene",137.7
"9,10-Anthracenedione, 1,8-dihydroxy-4,5-dinitro-",280.9
"Benzoic acid, 3,4-dichloro-, 3-(2-methylpiperidino)propyl ester",213
"1H,12H-Furo(3',2':4,5)furo(2,3-h)pyrano(3,4-c)(1)benzopyran-1,12-dione",269.6
"1,2,4-Benzenetricarboxylic acid, triallyl ester (7CI,8CI)",191.3
"Succinic acid, mercapto-, diethyl ester, S-ester with O,O-dimethylphos",186.7
"Succinic acid, mercapto-, diethyl ester, S-ester with O,S-dimethyl pho",203.9
2-[2-[2-[2-(2-methylprop-2-enoyloxy)ethoxy]ethoxy]ethoxy]ethyl,176.4
"1,2-Benzenedicarboxylic acid, dicyclohexyl ester",206.6
"Pregn-4-ene-3,20-dione, 17-hydroxy-",259.9
"Aniline, 4,4'-benzylidenebis(N,N-dimethyl- (8CI)",214.6
"Androst-5-en-17-one, 3-beta-hydroxy-, acetate",188.1
"5-alpha-Androstano(2,3-c)(1,2,5)oxadiazol-17-beta-ol, 17-methyl-",223.3
octadecylbenzene,186.1
OctadecylBenzene207oC,207
"Benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-",305.9
"Phenol, 2,4,6-tribromo-",109.7
1chlorononamethylTetrasiloxane74oC,74
"2,2-Dimethyl-3-(2-methylpropenyl)cyclopropanecarboxylic acid, ester wi",227.9
"Phosphoric acid, 2-chloro-1-(2,4-dichlorophenyl)ethenyl dimethyl ester",262.8
"Phosphoric acid, 2-chloro-1-(2,5-dichlorophenyl)ethenyl dimethyl ester",261.3
tetrabromomethane,65.413
"1,4-Benzenedicarboxylic acid, 2,3,5,6-tetrachloro-, dimethyl ester",174.7
"Dibenzo(b,def)chrysene-7,14-dione",219.9
Cyclohexyl phenyl phosphate ((C6H11O)(PhO)2PO) (7CI),214.9
"4H-Pyrano(2,3-b)(1,4)benzodioxin-4-one, decahydro-4a,7,9-trihydroxy-2-",306.4
"Cyclohexanol, 4-piperidino-, p-nitrobenzoate (ester)",239.2
"1,2,2-triphenylethenylbenzene",206.2
Di(benzothiazol-2-yl) disulphide,275.8
"Androstano(2,3-c)(1,2,5)oxadiazol-17-ol, 17-methyl-, (5-alpha,17-beta)",249.7
"5,8,11,14-Eicosatetraenoic acid, ethyl ester, (all Z)-",100.7
"1,4-Benzenediamine, N,N'-bis(1-ethyl-3-methylpentyl)-",250.1
"4-((2-Chloro-4-nitrophenyl)azo)-N,N-diethylbenzenamine",253.6
"Methanesulfenamide, 1,1-dichloro-N-((dimethylamino)sulfonyl)-1-fluoro-",157.5
"Acetic acid, (2,4-dichlorophenoxy)-, 2-ethylhexyl ester",137
"octyl 2-(2,4-dichlorophenoxy)acetate",139.6
"Senecionan-11,16-dione, 13,19-didehydro-12-hydroxy- (9CI)",303.2
"Morphinan-6-beta,14-diol, 3,4-dimethoxy-17-methyl-",260.2
"Cyclopentanecarboxylic acid, 1-phenyl-, 2-(2-(diethylamino)ethoxy)ethy",217.2
"Phosphonothioic acid, ethyl-, O-ethyl O-(2,4,5-trichlorophenyl) ester",178.8
"1,2,3,4,5-pentafluoro-6-(2,3,4,5,6-pentafluorophenyl)benzene",68.5
"Pyridine, 2,3,4,5-tetrachloro-6-(trichloromethyl)-",178.4
"Biphenyl, 2,2',4,4'-tetranitro- (8CI)",243.4
"Azirino(2',3':3,4)pyrrolo(1,2-a)indole-4,7-dione, 6-amino-8-(((aminoca",305.6
Strychnidin-10-one,292.4
"Pentanoic acid, 4-(benzoylamino)-5-(dipropylamino)-5-oxo-, (+-)-",310.5
"Benzimidazole, 7-nitro-4,5,6-trichloro-2-(trifluoromethyl)-",220.3
"Benzimidazole, 4,5,7-trichloro-6-nitro-2-(trifluoromethyl)-",218.9
"Benzeneacetic acid, alpha-(((2-(diethylamino)ethyl)amino)carbonyl)-alp",249.1
"Phosphoric acid, diethyl 3,5,6-trichloro-2-pyridinyl ester (9CI)",170.2
"2-Butenoic acid, 3-((dimethoxyphosphinyl)oxy)-, (4-chlorophenyl)methyl",286.5
"Sulfurous acid, 2-chloroethyl 2-(4-(1,1-dimethylethyl)phenoxy)-1-methy",211.6
"Acetic acid, 2,4-dichlorophenoxy-, 3-butoxypropyl ester",152.8
"p-Toluidine, N-butyl-N-ethyl-alpha,alpha,alpha-trifluoro-2,6-dinitro-",177
"p-Toluidine, alpha,alpha,alpha-trifluoro-2,6-dinitro-N,N-dipropyl-",177
"Senecionan-11,16-dione, 12-hydroxy-",294.7
"Butyric acid, 2-ethyl-2-phenyl-, 2-(2-(diethylamino)ethoxy)ethyl ester",208.5
"Phenol, 4,4'-(2,2,2-trifluoro-1-(trifluoromethyl)ethylidene)bis-",161.9
"Phosphorothioic acid, O-(p-(methylsulfinyl)phenyl) O,O-dipropyl ester",213.7
"Propanamide, N-phenyl-N-(1-(2-phenylethyl)-4-piperidinyl)- (9CI)",185.8
octadecylcyclohexane,195.2
Platyphylline,280.1
"Benzeneacetic acid, 4-(2-(diethylamino)-2-oxoethoxy)-3-methoxy-, propy",231.8
"Benzoic acid, 2-((3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropylidene)",171.9
"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",2.1
"Hexane, tetradecafluoro-",1.2
"Maleic anhydride, dihydroxy-, dibenzoate",208.2
"2-Naphthalenol, 1-(2-(2,4-dinitrophenyl)diazenyl)-",315.4
PhosphazeneBaseP2ETcas165535455flashp113oC,113
"Benzoic acid, 3,4,5-trihydroxy-, dodecyl ester",180.3
"Toluene, alpha-(2-(2-butoxyethoxy)ethoxy)-4,5-(methylenedioxy)-2-propy",165.3
"Sulfurous acid, 1-((p-tert-pentylphenoxy)methyl)propyl 2-propynyl este",215.8
"Oxiraneoctanoic acid, 3-octyl-, 2-propenyl ester (9CI)",160.5
"9-Octadecenoic acid (Z)-, oxiranylmethyl ester (9CI)",163.7
tetracosane,234.5
"Benzeneacetic acid, 4-chloro-alpha-(4-chlorophenyl)-alpha-hydroxy-, 1-",230.6
"Isoquinoline, 1-((3,4-dimethoxyphenyl)methyl)-6,7-dimethoxy-",172.2
"6aalpha-Aporphine, 9,10-dimethoxy-1,2-(methylenedioxy)- (8CI)",142.7
"2,6-Piperidinedione, 4-(2-(5-(acetyloxy)-3,5-dimethyl-2-oxocyclohexyl)",274
"Methanesulfonamide, N,N-bis(2-(methylsulfonyloxy)ethyl)-",307.5
"Ergoline-8-carboxamide, 9,10-didehydro-N-(1-(hydroxymethyl)propyl)-6-m",339.9
"Benzeneethanol, alpha-((1R)-2-(dimethylamino)-1-methylethyl)-alpha-phe",130.6
"2-Pyridineacetamide, alpha-(2-(bis(1-methylethyl)amino)ethyl)-alpha-ph",259.4
"Androsta-3,5-dien-17-one, 3-(1-pyrrolidinyl)-",185.4
"Acetamide, 2,2-dichloro-N-(2-hydroxyethyl)-N-(p-(methylsulfonyl)benzyl",281.5
"2H-1-Benzopyran-2-one, 6-(beta-D-glucopyranosyloxy)-7-hydroxy-",262.8
CresylDiphenylPhosphate232oC,232
"Phosphorothioic acid, O,O-diethyl ester, O-ester with 6-hydroxy-2-phen",205.5
"Quino(2,3-b)acridine-7,14-dione, 5,12-dihydro-2,9-dimethyl-",221.4
"Oxirane, 2,2'-((1-methylethylidene)bis(4,1-phenyleneoxymethylene))bis-",290
"19-Nor-17alpha-pregn-4-en-20-yn-3-one, 17-hydroxy-, acetate (8CI)",197.1
"17alpha-Pregna-4,6-diene-21-carboxylic acid, 17-hydroxy-3-oxo-, gamma-",237.6
"Ethanol, 2-(2-(4-(diphenylmethyl)-1-piperazinyl)ethoxy)-",239.5
"1-Propanone, 1-(10-(3-(dimethylamino)propyl)-10H-phenothiazin-2-yl)- (",260.7
"p-Cresol, 2,2'-methylenebis(6-tert-butyl- (8CI)",181.2
"2-Butenedioic acid (2E)-, bis(2-ethylhexyl) ester",190.4
"2-Butenedioic acid (Z)-, dioctyl ester (9CI)",195.5
"9-Octadecenoic acid (Z)-, 2-methoxyethyl ester (9CI)",152.5
"Octadecanoic acid, butyl ester",193.5
2-methylpropyl octadecanoate,187.7
"8-Methoxy-3,4-methylenedioxy-10-nitrophenanthrene-1-carboxylic acid",326
"Theophylline, 7-(2-((alpha-methylphenethyl)amino)ethyl)-",294.8
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((1-aminocyclo",346.7
"1,2,3-Propanetriamine, N(sup 1),N(sup 3)-bis(2-ethylhexyl)-N(sup 1),2-",199.5
"Benzoic acid, 2-(acetyloxy)-, anhydride (9CI)",226.4
"alpha-D-Glucopyranoside, beta-D-fructofuranosyl",375.4
"D-Glucose, 4-O-beta-D-galactopyranosyl-",357.8
"Fructofuranose, 4-O-beta-D-galactopyranosyl-, D-",365.4
"2H-1-Benzopyran-2-one, 3-(1-(4-chlorophenyl)-3-oxobutyl)-4-hydroxy- (9",282.262
"4,7-Methanoisobenzofuran, 1,3,3a,4,7,7a-hexahydro-4,5,6,7,8,8-hexachlo",139.1
"Dibenzo(b,f)(1,4)thiazepine, 2-chloro-11-(4-methyl-1-piperazinyl)-",246.4
"Benzimidazole, 4,7-dibromo-2-(trifluoromethyl)-",179.8
"Benzimidazole, 4,6-dibromo-2-(trifluoromethyl)-",179.6
1-bromo-4-(4-bromophenyl)sulfanylbenzene,202.5
"Phosphoric acid, bis(2-chloroethyl) 4-nitrophenyl ester (9CI)",209.8
"Benzamide, 4-amino-5-bromo-N-(2-(diethylamino)ethyl)-2-methoxy- (9CI)",217.3
"2,6-Diacetyl-1,2,3,9b-tetrahydro-7,9-dihydroxy-8,9b-dimethyldibenzofur",219.1
"D-Glucitol, 4-O-beta-D-galactopyranosyl-",430.7
"Androst-4-en-3-one, 17-(1-oxopropoxy)-, (17beta)-",196.3
"Androst-1-en-3-one, 17-(acetyloxy)-1-methyl-, (5-alpha,17-beta)- (9CI)",189.9
"Pregn-4-ene-3,20-dione, 17-hydroxy-6-methyl-, (6alpha)- (9CI)",263
"Benzene, nonadecyl-",191.7
"Cyclotetrasiloxane, 2,4,6,8-tetraethenyl-2,4,6,8-tetramethyl-",94.3
"1,3,5-tribromo-2-methoxybenzene",121.5
"Phosphorodithioic acid, S-((1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)met",218
"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 3-(mercaptomet",222.7
"Aniline, 4-(methylsulfonyl)-2,6-dinitro-N,N-dipropyl- (7CI,8CI)",260.5
"Ethane, 1,1,2,2-tetrabromo-",97
"Isoquinoline, 1-(2-(4-chlorophenyl)ethyl)-1,2,3,4-tetrahydro-6,7-dimet",225.5
"Butane, 1,1,1,2,2,3,3,4,4-nonafluoro-4-iodo-",18.7
"Heptanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoro-",67.6
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene",20
"(3S,3aS,4S,4aS,6S,8aR,8bR,11S)-6,11-dihydroxy-3-methyl-12-methylene-2-",231.438
"Sorbitan, esters, monododecanoate",176.9
"2-Benzothiazolesulfenamide, N,N-dicyclohexyl-",248
3-Chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl diethyl phosphate,347
"1,3-Benzenediol, 2,4,6-tribromo- (9CI)",108
"Butanoic acid, 2,6-dibromo-4-cyanophenyl ester",179.3
"Phosphorothioic acid, O-(2-chloro-1-(2,4-dichlorophenyl)ethenyl) O,O-d",183.6
"Benzoic acid, 2,3,5,6-tetrachloro-4-((methylthio)carbonyl)-, methyl es",223
Inosine 5'-monophosphate,468.7
"1H-Pyrano(3',4':6,7)indolizino(1,2-b)quinoline-3,14(4H,12H)-dione, 4-e",411.6
"2-Naphthalenecarboxamide, N-(2-(2-(acetylamino)phenyl)ethyl)-1-hydroxy",362.8
"Pyrrole, 1-(o-(2-(diethylamino)ethoxy)phenyl)-2-methyl-5-phenyl-",254.9
"1-Naphthalenesulfonic acid, 3,6-bis(1,1-dimethylethyl)-, ethyl ester",234.3
"1H-Isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-2-((1,1,2,2-tetrachlo",175
"Phosphorodithioic acid, S-(((2,5-dichlorophenyl)thio)methyl) O,O-dimet",184.9
"1H-Benz(de)isoquinoline-1,3(2H)-dione, 2-((diethoxyphosphinyl)oxy)-",248.5
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-((aminophenylac",367.4
"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 3-(mercaptomet",229.3
"1,1,2,2,3,3,4,4,5,5,6-undecafluoro-6-(trifluoromethyl)cyclohexane",4.2
"1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluorohept-1-ene",15.5
"Sulfurous acid, 2-(4-(1,1-dimethylethyl)phenoxy)cyclohexyl 2-propynyl",226.4
"Phosphorothioic acid, O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl) este",181.1
nonadecylcyclohexane,202
"Benzamide, 3,5-dichloro-N-(3,4-dichlorophenyl)-2-hydroxy-",200.6
"Diimide, ((p-chlorophenyl)thio)(2,4,5-trichlorophenyl)-",239.1
C.I. Solvent Red 23 (8CI),398.1
"10H-Phenothiazine-10-propanamine, N,N-dimethyl-2-(trifluoromethyl)-",212.4
"5-Heptenoic acid, 7-(3-hydroxy-2-(3-hydroxy-1-octenyl)-5-oxocyclopenty",288.5
"1H-Imidazole-1-ethanol, 2-heptadecyl-4,5-dihydro-",249.5
"Thioperoxydicarbonic diamide (((H2N)C(S))2S2), tetrapropyl-",211.3
"Spiro(benzofuran-2(3H),1'-(2)cyclohexene)-3,4'-dione, 7-chloro-2',4,6-",228
"Phosphonothioic acid, (chloromethyl)-, O-isopropyl ester, anhydride wi",165.9
"Cytidine, 2'-deoxy-5-iodo- (8CI)(9CI)",269.6
"2H-1-Benzopyran-2-one, 4-hydroxy-3-(1-(4-nitrophenyl)-3-oxobutyl)-",284.6
"1-Octanamine, N,N-dioctyl-",147.357
"1-Heptanamine, 6-methyl-N,N-bis(6-methylheptyl)-",148.2
Trioctylamine184oC,184
"1,1,2,2-tetrafluoro-1,2-diiodoethane",36
Chlorogenic acid (8CI),245.5
"Benzene, 1,1'-(2,2,2-trichloroethylidene)bis(4-chloro-",203.9
"Eburnamenine-14-carboxylic acid, 14,15-dihydro-14-hydroxy-, methyl est",261.6
"Prosta-5,13-dien-1-oic acid, 9,11,15-trihydroxy-, (5Z,9alpha,11alpha,1",289
"Cyclopentaneheptanoic acid, 3-hydroxy-2-(3-hydroxy-1-octenyl)-5-oxo-,",288
"9-Octadecenoic acid, 12-(acetyloxy)-, methyl ester, (R-(Z))- (9CI)",198
"Phenanthro(3,4-d)-1,3-dioxole-5-carboxylic acid, 8-methoxy-6-nitro-, m",250.8
"4H-Dibenzo(de,g)quinoline, 5,6,6a,7-tetrahydro-1,2,9,10-tetramethoxy-6",140.2
"Cyclopentene, 1,2,3,3,5,5-hexachloro-4-(dichloromethylene)-",164
"Benzene, 1,2,4-trichloro-5-((4-chlorophenyl)sulfonyl)-",246.5
"Phenol, 2,2'-thiobis(4,6-dichloro-",222.8
"Piperazine, 1,4-bis(3-bromo-1-oxopropyl)-",248.4
"2-(3,4-Dimethoxyphenyl)-4,5-diphenyl-1H-imidazole",195.5
"Thioxanthen-9-one, 1-((2-(diethylamino)ethyl)amino)-4-(hydroxymethyl)-",298.9
"Nonanedioic acid, dihexyl ester",173.4
"2,3-dihydroxypropyl (Z)-octadec-9-enoate",155.4
"4,7-Methanoisobenzofuran-1(3H)-one, 3a,4,7,7a-tetrahydro-4,5,6,7,8,8-h",190.3
"Aniline, 4,4'-((4-(methylimino)-2,5-cyclohexadien-1-ylidene)methylene)",275.7
"Benzeneacetic acid, alpha-cyclohexyl-alpha-hydroxy-, 4-(diethylamino)-",252.8
"1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-",255.806
"Anthraquinone, 1,4-dihydroxy-5,8-bis((2-hydroxyethyl)amino)- (8CI)",411.8
"Pregna-1,4-diene-3,11,20-trione, 17,21-dihydroxy-",314.8
"Phenol, 4,4'-thiobis(2-(1,1-dimethylethyl)-5-methyl-",215
icosylbenzene,196.9
"4,7-Methanoisobenzofuran-1-ol, 1,3,3a,4,7,7a-hexahydro-4,5,6,7,8,8-hex",206.8
"Phosphoric acid, 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl ester",298.9
"Phosphoric acid, 2-chloro-1-(2,5-dichlorophenyl)vinyl diethyl ester (8",297.5
"Ethanamine, 2-(((4-(butylthio)phenyl)phenylmethyl)thio)-N,N-dimethyl-",235.7
"Butane,1,4-dibromooctafluoro- (7CI,8CI)",14
"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3-(chloromethyl)-3,4",315.4
"1,4-Benzenediamine, N,N'-di-2-naphthalenyl-",399
"Pregn-4-ene-3,11,20-trione, 17,21-dihydroxy-",311.2
"Pregna-1,4-diene-3,20-dione, 11beta,17,21-trihydroxy- (8CI)",313
"Bicyclo(2.2.1)hept-5-ene-2,3-dimethanol, 1,4,5,6,7,7-hexachloro-",202.8
"Butyric acid, 4-(2,4-dichlorophenoxy)-, isooctyl ester",149.1
"Benzene, 1,2,4-trichloro-5-((3-iodo-2-propynyl)oxy)-",190.8
1-(2-Tetrahydrofurfuryloxyethyl)-4-phenylpiperidine-4-carboxylic acid,238.2
"Ether, 2-chloro-alpha,alpha,alpha-trifluoro-p-tolyl 3-ethoxy-4-nitroph",187.9
"Benzamide, N-(5-chloro-9,10-dihydro-9,10-dioxo-1-anthracenyl)-",260
"Phosphoric acid, 2-ethylhexyl diphenyl ester",222
"Pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-",310.4
"1,2-Benzenedicarboxylic acid, 1,2-diheptyl ester",211.3
"Benzenamine, N,N'-methanetetraylbis(2,6-bis(1-methylethyl)-",235.6
"Phosphorothioic acid, O-(3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl)",225.9
"Pregna-4,6-diene-3,20-dione, 6-chloro-17-hydroxy-",260.2
"3,5,6-Trichloro-2,2,3,4,4,5,6,6-octafluorohexanoic acid",86.4
"1-Piperazineethanol, 4-(3-(5H-dibenz(b,f)azepin-5-yl)propyl)-",290.5
"4,4',4''-Trichlorotrityl alcohol",250.1
"Phosphonothioic acid, ethyl-, O-(4-bromo-2,5-dichlorophenyl) O-methyl",179.6
"2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoic acid",51.3
"2-Butenoic acid, 2-(1-methylheptyl)-4,6-dinitrophenyl ester",173.9
"Phenol, 4-((4-(acetyloxy)phenyl)cyclohexylidenemethyl)-, acetate (9CI)",254.8
henicosylcyclopentane,205.8
"(1alpha,4alpha,4Abeta,5beta,8beta8abeta)-1,2,3,4,10,10-hexachloro-1,4,",186.1
"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,10,10-hexachloro-1,4,4a,5,8,8a-h",186.1
"1H-Benz(de)isoquinoline-1,3(2H)-dione, 2-((diethoxyphosphinothioyl)oxy",252
"4,8-Secosenecionan-8,11,16-trione, 12-hydroxy-4-methyl- (9CI)",319.6
"Phenothiazine-2-carbonitrile, 10-(3-(4-hydroxypiperidino)propyl)-",312.7
"Phosphoric acid, 2-chloro-1-(2,4,5-trichlorophenyl)ethenyl dimethyl es",302.8
"Phenol, 4,4'-(1-methylethylidene)bis(2,6-dichloro-",196.8
"Maleic anhydride, dihydroxy-, bis(phenylacetate)",234.6
"Propionic acid, 2,2-dichloro-, 2-(2,4,5-trichlorophenoxy)ethyl ester",157.1
"Acetic acid, mercaptophenyl-, 2-fluoroethyl ester, S-ester with O,O-di",208.6
"1,2-Benzenedicarboxylic acid, bis(2-butoxyethyl) ester",171.2
"Hexanedioic acid, bis(7-oxabicyclo(4.1.0)hept-3-ylmethyl) ester",206.1
1-(2-Benzyloxyethyl)-4-phenylpiperidine-4-carboxylic acid ethyl ester,236.7
"Acetic acid, (2,4,5-trichlorophenoxy)-, 2-ethylhexyl ester",144.9
"Phosphorodithioic acid, S-((6-chloro-2-oxo-3(2H)-benzoxazolyl)methyl)",223.9
"Phosphoric acid, tris(3-methylphenyl) ester",234.3
"Phosphoric acid, tris(2-methylphenyl) ester",225
"1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)",208.9
"1-Cyclohexene-1-carboxylic acid, 2-(2,4-dihydroxyphenyl)-, delta-lacto",247.6
"4-Pyridinemethanol, 3,3'-(dithiobis(methylene))bis(5-hydroxy-6-methyl-",403
"Phenol, 2,2'-methylenebis(6-(1,1-dimethylethyl)-4-ethyl-",187.5
"Ethanol, 2-((4-((2,6-dichloro-4-nitrophenyl)azo)phenyl)methylamino)-",295.8
"L-Phenylalanine, N-(((3R)-3,4-dihydro-8-hydroxy-3-methyl-1-oxo-1H-2-be",336.2
"Sulfanilanilide, 3-nitro-N4-phenyl- (8CI)",285.3
"Morphinan-3,6-diol, 7,8-didehydro-4,5-epoxy-17-methyl-, (5alpha,6alpha",251.895
"9-Octadecenamide, N,N-bis(2-hydroxyethyl)-, (9Z)-",271.7
"Acetic acid, 2,4,5-trichlorophenoxy-, 2-butoxypropyl ester",158.8
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoroheptane",23.3
"Phosphorothioic acid, S-(1,2-dibutoxycarbonyl)ethyl O,O-dimethyl ester",214.7
"Benzenemethanol, 4-chloro-alpha-(4-chlorophenyl)-alpha-(trichloromethy",228.8
"Hexanedioic acid, bis(2-ethylhexyl) ester",168.9
dioctyl hexanedioate,178.6
Cholest-5-ene,220.9
"4,7-Methanoisobenzofuran-1,3-dione, 4,5,6,7,8,8-hexachloro-3a,4,7,7a-t",200.8
"Cyclopentasiloxane, decamethyl-",95.6
DecamethylCyclopentasiloxane77oC,77
"Benzonitrile, 3,5-diiodo-4-hydroxy-",124.7
"Benzo(a)heptalen-9(5H)-one, 6,7-dihydro-1,2,3,10-tetramethoxy-7-(methy",332.1
"2-Propenoic acid, 3-(2-pyridinyl)-, 2-(4-(4-chlorophenyl)-1-piperaziny",287
"Phenol, 2,2'-sulfinylbis(4,6-dichloro-",276
"Furan,tetraphenyl- (6CI,7CI,8CI,9CI)",206.9
"Cyclopropanecarboxylic acid, 3-(3-methoxy-2-methyl-3-oxo-1-propenyl)-2",203.9
"Octadecanoic acid, 2-(2-hydroxyethoxy)ethyl ester",147.3
"Benzoic acid, 2-((7-chloro-4-quinolinyl)amino)-, 2,3-dihydroxypropyl e",327.6
"3,5-Diiodosalicylaldehyde",138
"10H-Phenothiazine, 2-chloro-10-(3-(4-methyl-1-piperazinyl)propyl)-",271.2
"Pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-6-methyl-, (6alpha,11",313.7
"4,7-Methanoindan, 1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-",189.4
"(1,4'-Bipiperidine)-4'-carboxamide, 1'-(4-(4-fluorophenyl)-4-oxobutyl)",294.7
"Phosphorothioic acid, O-(2-chloro-1-(2,4-dichlorophenyl)ethenyl) O,O-d",200.3
"Phosphorothioic acid, O-(2-chloro-1-(2,5-dichlorophenyl)ethenyl) O,O-d",199.6
"1-Butanone, 4-(4-(4-chlorophenyl)-4-hydroxy-1-piperidinyl)-1-(4-fluoro",273.75
"9,10-Anthracenedione, 4,8-diamino-1,5-dihydroxy-2-(4-methoxyphenyl)-",395
"Sulfurous acid, 1-((p-tert-butylphenoxy)methyl)propyl o-tolyl ester",281
"Cholan-24-oic acid, 3-hydroxy-, (3-alpha,5-beta)- (9CI)",276.9
"Phosphorodithioic acid, S-(((2,5-dichlorophenyl)thio)methyl) O,O-dieth",201.6
"Phosphorodithioic acid, (((3,4-dichlorophenyl)thio)methyl) O,O-diethyl",209.2
"Propane, 1,1'-oxybis(2,3,3,3-tetrachloro-",134.4
"Phosphonothioic acid, ethyl-, O-(4-bromo-2,5-dichlorophenyl) O-ethyl e",195.1
"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-((carboxyphenyl",400
"Thiodiphosphoric acid (((HO)2P(S))2O), tetrapropyl ester (9CI)",184.6
"D-chiro-Inositol, 3-O-(2-amino-4-((carboxyiminomethyl)amino)-2,3,4,6-t",308.2
"1H-Indole, 5,6-dimethoxy-2-methyl-3-(2-(4-phenyl-1-piperazinyl)ethyl)-",289.8
"2-(alpha,alpha,alpha-Tribromomethyl)quinoline",174.9
"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3-(cyclopentylmethyl",320.1
1-iodooctadecane,147.8
